algorithm,execution_time,success,board,N
simulated_annealing,0.007542848587036133,"(10.0, 0.01, 0.99, False)","[7, 5, 6, 0, 3, 2, 1, 4]",8
simulated_annealing,0.007182598114013672,"(10.0, 0.01, 0.99, False)","[0, 5, 1, 2, 7, 4, 6, 3]",8
simulated_annealing,0.004576683044433594,"(10.0, 0.01, 0.99, False)","[0, 4, 6, 5, 7, 3, 2, 1]",8
simulated_annealing,0.005794048309326172,"(10.0, 0.01, 0.99, False)","[3, 2, 4, 7, 1, 6, 5, 0]",8
neural_network,4.611415147781372,False,"[3, 4, 1, 2, 1, 2, 5, 6]",8,16,10000
simulated_annealing,0.007217884063720703,"(10.0, 0.01, 0.99, False)","[5, 2, 4, 6, 1, 7, 0, 3]",8
simulated_annealing,0.00702214241027832,"(10.0, 0.01, 0.99, False)","[3, 5, 6, 1, 4, 2, 0, 7]",8
simulated_annealing,0.005109310150146484,"(10.0, 0.01, 0.99, False)","[5, 3, 7, 1, 6, 2, 4, 0]",8
simulated_annealing,0.009709358215332031,"(10.0, 0.01, 0.99, False)","[3, 1, 5, 0, 7, 4, 6, 2]",8
simulated_annealing,0.007568359375,"(10.0, 0.01, 0.99, False)","[2, 3, 4, 7, 1, 5, 0, 6]",8
simulated_annealing,0.008789777755737305,"(10.0, 0.01, 0.99, False)","[6, 3, 0, 7, 5, 1, 4, 2]",8
simulated_annealing,0.006128549575805664,"(10.0, 0.01, 0.99, False)","[2, 3, 5, 4, 7, 0, 6, 1]",8
simulated_annealing,0.0061872005462646484,"(10.0, 0.01, 0.99, False)","[2, 1, 6, 3, 4, 7, 5, 0]",8
simulated_annealing,0.005033016204833984,"(10.0, 0.01, 0.99, False)","[2, 4, 7, 6, 5, 3, 1, 0]",8
simulated_annealing,0.004602193832397461,"(10.0, 0.01, 0.99, False)","[2, 4, 1, 6, 3, 0, 7, 5]",8
simulated_annealing,0.005257606506347656,"(10.0, 0.01, 0.99, False)","[3, 7, 0, 6, 4, 5, 2, 1]",8
simulated_annealing,0.007049083709716797,"(10.0, 0.01, 0.99, False)","[4, 5, 0, 3, 1, 2, 7, 6]",8
simulated_annealing,0.006597280502319336,"(10.0, 0.01, 0.99, False)","[1, 4, 5, 6, 3, 7, 2, 0]",8
simulated_annealing,0.0050051212310791016,"(10.0, 0.01, 0.99, False)","[7, 3, 4, 6, 0, 5, 1, 2]",8
simulated_annealing,0.0041048526763916016,"(10.0, 0.01, 0.99, False)","[2, 3, 6, 4, 5, 7, 0, 1]",8
simulated_annealing,0.0038073062896728516,"(10.0, 0.01, 0.99, False)","[0, 1, 4, 3, 5, 2, 7, 6]",8
simulated_annealing,0.005678892135620117,"(10.0, 0.01, 0.99, False)","[7, 0, 5, 1, 3, 6, 2, 4]",8
simulated_annealing,0.0039675235748291016,"(10.0, 0.01, 0.99, False)","[1, 0, 7, 4, 2, 5, 6, 3]",8
simulated_annealing,0.0045778751373291016,"(10.0, 0.01, 0.99, False)","[6, 0, 1, 5, 4, 3, 7, 2]",8
simulated_annealing,0.0047435760498046875,"(10.0, 0.01, 0.99, False)","[3, 2, 5, 6, 4, 0, 7, 1]",8
simulated_annealing,0.0065538883209228516,"(10.0, 0.01, 0.99, False)","[0, 3, 5, 6, 4, 7, 1, 2]",8
simulated_annealing,0.005054950714111328,"(10.0, 0.01, 0.99, False)","[2, 7, 6, 3, 5, 0, 4, 1]",8
simulated_annealing,0.004807472229003906,"(10.0, 0.01, 0.99, False)","[4, 3, 7, 6, 0, 5, 2, 1]",8
simulated_annealing,0.005684614181518555,"(10.0, 0.01, 0.99, False)","[0, 6, 7, 3, 4, 1, 2, 5]",8
simulated_annealing,0.016845226287841797,"(10.0, 0.01, 0.99, False)","[1, 0, 6, 4, 2, 5, 3, 7]",8
simulated_annealing,0.01773834228515625,"(10.0, 0.01, 0.99, False)","[2, 6, 4, 1, 7, 0, 5, 3]",8
simulated_annealing,0.015990734100341797,"(10.0, 0.01, 0.99, False)","[7, 0, 2, 3, 6, 4, 1, 5]",8
simulated_annealing,0.007927179336547852,"(10.0, 0.01, 0.99, False)","[2, 4, 5, 6, 7, 3, 0, 1]",8
simulated_annealing,0.013538360595703125,"(10.0, 0.001, 0.99, False)","[2, 5, 6, 1, 3, 7, 0, 4]",8
simulated_annealing,0.013022899627685547,"(10.0, 0.001, 0.99, False)","[5, 4, 7, 1, 3, 2, 0, 6]",8
simulated_annealing,0.0072209835052490234,"(10.0, 0.001, 0.99, False)","[6, 0, 1, 2, 5, 3, 7, 4]",8
simulated_annealing,0.008003711700439453,"(10.0, 0.001, 0.99, False)","[4, 6, 3, 2, 5, 0, 7, 1]",8
simulated_annealing,0.006031513214111328,"(10.0, 0.001, 0.99, False)","[4, 7, 0, 2, 6, 1, 5, 3]",8
simulated_annealing,0.007219791412353516,"(10.0, 0.001, 0.99, False)","[0, 3, 6, 4, 1, 7, 2, 5]",8
simulated_annealing,0.0069882869720458984,"(10.0, 0.001, 0.99, False)","[6, 5, 4, 7, 3, 0, 1, 2]",8
simulated_annealing,0.006772756576538086,"(10.0, 0.001, 0.99, False)","[4, 3, 2, 1, 6, 5, 7, 0]",8
simulated_annealing,0.00606226921081543,"(10.0, 0.001, 0.99, False)","[3, 4, 2, 1, 6, 5, 7, 0]",8
simulated_annealing,0.007509708404541016,"(10.0, 0.001, 0.99, False)","[2, 6, 4, 7, 0, 5, 3, 1]",8
simulated_annealing,0.006508827209472656,"(10.0, 0.001, 0.99, False)","[7, 6, 5, 1, 2, 0, 3, 4]",8
simulated_annealing,0.01676321029663086,"(10.0, 0.001, 0.99, False)","[5, 0, 3, 4, 6, 1, 2, 7]",8
simulated_annealing,0.009270906448364258,"(10.0, 0.001, 0.99, False)","[5, 7, 6, 3, 0, 4, 1, 2]",8
simulated_annealing,0.0067675113677978516,"(10.0, 0.001, 0.99, False)","[7, 4, 1, 6, 0, 3, 2, 5]",8
simulated_annealing,0.007022380828857422,"(10.0, 0.001, 0.99, False)","[1, 2, 0, 4, 3, 5, 6, 7]",8
simulated_annealing,0.005980968475341797,"(10.0, 0.001, 0.99, False)","[4, 0, 2, 3, 6, 1, 5, 7]",8
simulated_annealing,0.006908416748046875,"(10.0, 0.001, 0.99, False)","[6, 3, 1, 7, 0, 5, 4, 2]",8
simulated_annealing,0.007200956344604492,"(10.0, 0.001, 0.99, False)","[6, 7, 0, 5, 2, 3, 1, 4]",8
simulated_annealing,0.0054929256439208984,"(10.0, 0.001, 0.99, False)","[7, 4, 6, 1, 2, 5, 0, 3]",8
simulated_annealing,0.007020235061645508,"(10.0, 0.001, 0.99, False)","[7, 5, 4, 3, 2, 0, 6, 1]",8
simulated_annealing,0.005379915237426758,"(10.0, 0.001, 0.99, False)","[1, 6, 5, 4, 3, 0, 7, 2]",8
simulated_annealing,0.007637977600097656,"(10.0, 0.001, 0.99, False)","[1, 0, 6, 3, 2, 4, 5, 7]",8
simulated_annealing,0.0075531005859375,"(10.0, 0.001, 0.99, False)","[1, 4, 2, 0, 3, 6, 7, 5]",8
simulated_annealing,0.006894588470458984,"(10.0, 0.001, 0.99, False)","[7, 6, 5, 3, 0, 2, 1, 4]",8
simulated_annealing,0.005410194396972656,"(10.0, 0.001, 0.99, False)","[3, 7, 1, 4, 2, 0, 6, 5]",8
simulated_annealing,0.005391836166381836,"(10.0, 0.001, 0.99, False)","[0, 4, 2, 3, 7, 1, 5, 6]",8
simulated_annealing,0.006070613861083984,"(10.0, 0.001, 0.99, False)","[2, 4, 6, 5, 1, 3, 0, 7]",8
simulated_annealing,0.007771492004394531,"(100.0, 0.001, 0.99, False)","[2, 5, 0, 3, 1, 6, 7, 4]",8
simulated_annealing,0.026053667068481445,"(100.0, 0.001, 0.99, False)","[2, 6, 1, 0, 7, 3, 4, 5]",8
simulated_annealing,0.007654905319213867,"(100.0, 0.001, 0.99, False)","[4, 2, 7, 1, 3, 0, 6, 5]",8
simulated_annealing,0.008011817932128906,"(100.0, 0.001, 0.99, False)","[2, 7, 4, 0, 1, 3, 5, 6]",8
simulated_annealing,0.027996540069580078,"(100.0, 0.001, 0.99, False)","[2, 3, 6, 5, 0, 4, 7, 1]",8
simulated_annealing,0.01536107063293457,"(100.0, 0.001, 0.99, False)","[4, 7, 0, 1, 6, 2, 3, 5]",8
simulated_annealing,0.014989852905273438,"(100.0, 0.001, 0.99, False)","[0, 3, 2, 7, 5, 1, 6, 4]",8
simulated_annealing,0.00672459602355957,"(10.0, 0.001, 0.99, False)","[4, 0, 3, 2, 6, 5, 7, 1]",8
simulated_annealing,0.0055615901947021484,"(10.0, 0.001, 0.99, False)","[4, 5, 7, 2, 6, 0, 3, 1]",8
simulated_annealing,0.006653308868408203,"(10.0, 0.001, 0.99, False)","[3, 4, 2, 6, 7, 5, 1, 0]",8
simulated_annealing,0.009379863739013672,"(1000.0, 0.001, 0.99, False)","[6, 4, 5, 2, 7, 0, 3, 1]",8
simulated_annealing,0.02022385597229004,"(1000.0, 0.001, 0.99, False)","[0, 1, 3, 2, 7, 4, 6, 5]",8
simulated_annealing,0.014876604080200195,"(1000.0, 0.001, 0.99, False)","[3, 1, 5, 4, 2, 7, 0, 6]",8
simulated_annealing,0.008875131607055664,"(1000.0, 0.001, 0.99, False)","[4, 1, 3, 0, 7, 6, 5, 2]",8
simulated_annealing,0.06333565711975098,"(1e+18, 0.001, 0.99, False)","[2, 7, 6, 3, 1, 0, 4, 5]",8
simulated_annealing,0.04553627967834473,"(1e+18, 0.001, 0.99, False)","[1, 3, 6, 0, 7, 4, 2, 5]",8
simulated_annealing,0.03383135795593262,"(1e+18, 0.001, 0.99, False)","[3, 2, 5, 7, 1, 0, 6, 4]",8
simulated_annealing,0.05690741539001465,"(1e+18, 0.001, 0.99, False)","[4, 5, 7, 0, 6, 2, 1, 3]",8
simulated_annealing,0.048134565353393555,"(1e+18, 0.001, 0.99, False)","[3, 7, 0, 5, 1, 2, 4, 6]",8
simulated_annealing,0.03325009346008301,"(1e+18, 0.001, 0.99, False)","[3, 6, 7, 5, 1, 4, 0, 2]",8
simulated_annealing,0.03417539596557617,"(1e+18, 0.001, 0.99, False)","[0, 3, 1, 6, 2, 5, 4, 7]",8
simulated_annealing,0.07636141777038574,"(1e+18, 0.001, 0.99, False)","[1, 7, 4, 6, 2, 3, 5, 0]",8
simulated_annealing,0.03297543525695801,"(1e+18, 0.001, 0.99, False)","[1, 0, 3, 4, 6, 5, 7, 2]",8
simulated_annealing,0.03377556800842285,"(1e+18, 0.001, 0.99, False)","[2, 5, 1, 0, 7, 3, 6, 4]",8
simulated_annealing,0.03280901908874512,"(1e+18, 0.001, 0.99, False)","[2, 5, 7, 4, 6, 3, 0, 1]",8
simulated_annealing,0.03238630294799805,"(1e+18, 0.001, 0.99, False)","[5, 2, 7, 4, 0, 6, 1, 3]",8
simulated_annealing,0.05226325988769531,"(1e+18, 1e-15, 0.99, False)","[6, 1, 2, 3, 4, 5, 0, 7]",8
simulated_annealing,0.053240299224853516,"(1e+18, 1e-15, 0.99, False)","[0, 7, 3, 6, 1, 4, 5, 2]",8
simulated_annealing,0.09564590454101562,"(1e+18, 1e-15, 0.99, False)","[6, 3, 2, 0, 5, 4, 7, 1]",8
simulated_annealing,0.05140876770019531,"(1e+18, 1e-15, 0.99, True)","[4, 6, 1, 5, 2, 0, 3, 7]",8
simulated_annealing,0.08001017570495605,"(1e+18, 1e-15, 0.99, False)","[7, 3, 2, 5, 0, 4, 1, 6]",8
simulated_annealing,0.0529940128326416,"(1e+18, 1e-15, 0.99, False)","[6, 5, 7, 4, 1, 3, 2, 0]",8
simulated_annealing,0.051483154296875,"(1e+18, 1e-15, 0.99, False)","[6, 7, 1, 3, 5, 2, 4, 0]",8
simulated_annealing,0.08890676498413086,"(1e+18, 1e-15, 0.99, False)","[2, 7, 3, 0, 1, 5, 6, 4]",8
simulated_annealing,0.06134796142578125,"(1e+18, 1e-15, 0.99, False)","[6, 0, 3, 1, 5, 4, 7, 2]",8
simulated_annealing,0.05359172821044922,"(1e+18, 1e-15, 0.99, False)","[2, 3, 5, 0, 7, 6, 1, 4]",8
simulated_annealing,0.05187249183654785,"(1e+18, 1e-15, 0.99, False)","[3, 7, 4, 6, 0, 2, 1, 5]",8
simulated_annealing,0.05927705764770508,"(1e+18, 1e-15, 0.99, False)","[7, 4, 2, 5, 1, 6, 0, 3]",8
simulated_annealing,0.052641868591308594,"(1e+18, 1e-15, 0.99, False)","[4, 6, 3, 0, 1, 2, 5, 7]",8
simulated_annealing,0.051940202713012695,"(1e+18, 1e-15, 0.99, False)","[2, 5, 1, 4, 6, 0, 3, 7]",8
simulated_annealing,0.054438114166259766,"(1e+18, 1e-15, 0.99, False)","[0, 6, 7, 4, 2, 1, 3, 5]",8
simulated_annealing,0.05061817169189453,"(1e+18, 1e-15, 0.99, False)","[7, 6, 5, 1, 2, 4, 0, 3]",8
simulated_annealing,0.053304195404052734,"(1e+18, 1e-15, 0.99, False)","[4, 5, 6, 7, 3, 1, 0, 2]",8
simulated_annealing,0.056609153747558594,"(1e+18, 1e-15, 0.99, False)","[0, 1, 3, 2, 4, 6, 7, 5]",8
simulated_annealing,0.05228996276855469,"(1e+18, 1e-15, 0.99, False)","[5, 3, 6, 7, 0, 2, 1, 4]",8
simulated_annealing,0.06229066848754883,"(1e+18, 1e-15, 0.99, False)","[7, 2, 3, 5, 6, 1, 4, 0]",8
simulated_annealing,0.05502748489379883,"(1e+18, 1e-15, 0.99, False)","[0, 7, 5, 4, 1, 2, 6, 3]",8
simulated_annealing,0.05269145965576172,"(1e+18, 1e-15, 0.99, False)","[6, 1, 7, 5, 4, 2, 0, 3]",8
simulated_annealing,0.053421735763549805,"(1e+18, 1e-15, 0.99, False)","[1, 7, 4, 3, 0, 5, 6, 2]",8
simulated_annealing,0.051062822341918945,"(1e+18, 1e-15, 0.99, False)","[1, 7, 0, 3, 2, 5, 6, 4]",8
simulated_annealing,0.05256915092468262,"(1e+18, 1e-15, 0.99, False)","[6, 4, 5, 7, 1, 2, 3, 0]",8
simulated_annealing,0.052880287170410156,"(1e+18, 1e-15, 0.99, False)","[2, 6, 4, 3, 1, 0, 5, 7]",8
simulated_annealing,0.05252385139465332,"(1e+18, 1e-15, 0.99, False)","[7, 4, 6, 3, 5, 1, 0, 2]",8
simulated_annealing,0.05051827430725098,"(1e+18, 1e-15, 0.99, False)","[1, 2, 6, 4, 5, 0, 3, 7]",8
simulated_annealing,0.051250457763671875,"(1e+18, 1e-15, 0.99, False)","[7, 5, 4, 2, 3, 1, 6, 0]",8
simulated_annealing,0.05055499076843262,"(1e+18, 1e-15, 0.99, False)","[4, 3, 2, 7, 6, 0, 5, 1]",8
simulated_annealing,0.05139017105102539,"(1e+18, 1e-15, 0.99, False)","[4, 6, 1, 3, 7, 5, 2, 0]",8
simulated_annealing,0.05021858215332031,"(1e+18, 1e-15, 0.99, False)","[1, 2, 4, 5, 6, 3, 7, 0]",8
simulated_annealing,0.051419734954833984,"(1e+18, 1e-15, 0.99, False)","[2, 0, 3, 7, 5, 6, 1, 4]",8
simulated_annealing,0.052475690841674805,"(1e+18, 1e-15, 0.99, False)","[4, 2, 6, 1, 5, 0, 7, 3]",8
simulated_annealing,0.051090240478515625,"(1e+18, 1e-15, 0.99, False)","[4, 2, 6, 0, 1, 7, 5, 3]",8
simulated_annealing,0.05128049850463867,"(1e+18, 1e-15, 0.99, False)","[0, 3, 5, 1, 6, 7, 2, 4]",8
simulated_annealing,0.05411863327026367,"(1e+18, 1e-15, 0.99, False)","[1, 0, 5, 2, 3, 7, 4, 6]",8
simulated_annealing,0.055135488510131836,"(1e+18, 1e-15, 0.99, False)","[0, 3, 5, 6, 1, 7, 2, 4]",8
simulated_annealing,0.051939964294433594,"(1e+18, 1e-15, 0.99, False)","[7, 5, 3, 4, 1, 2, 6, 0]",8
simulated_annealing,0.05292630195617676,"(1e+18, 1e-15, 0.99, False)","[6, 3, 1, 7, 0, 4, 2, 5]",8
simulated_annealing,0.05375266075134277,"(1e+18, 1e-15, 0.99, False)","[0, 5, 2, 4, 6, 1, 3, 7]",8
simulated_annealing,0.08945965766906738,"(1e+18, 1e-15, 0.99, False)","[0, 2, 1, 6, 7, 3, 4, 5]",8
simulated_annealing,0.05298042297363281,"(1e+18, 1e-15, 0.99, False)","[2, 4, 7, 1, 5, 3, 0, 6]",8
simulated_annealing,0.5220470428466797,"(1e+18, 1e-15, 0.999, False)","[5, 2, 1, 7, 0, 6, 3, 4]",8
simulated_annealing,0.5554964542388916,"(1e+18, 1e-15, 0.999, False)","[2, 5, 4, 0, 6, 3, 1, 7]",8
simulated_annealing,0.5441057682037354,"(1e+18, 1e-15, 0.999, False)","[7, 0, 4, 5, 1, 3, 6, 2]",8
simulated_annealing,0.5526912212371826,"(1e+18, 1e-15, 0.999, False)","[6, 5, 3, 1, 2, 7, 0, 4]",8
simulated_annealing,0.5204827785491943,"(1e+18, 1e-15, 0.999, False)","[1, 7, 4, 2, 5, 6, 0, 3]",8
simulated_annealing,0.5705294609069824,"(1e+18, 1e-15, 0.999, False)","[5, 6, 2, 1, 0, 4, 3, 7]",8
simulated_annealing,31.197065353393555,"(10000000000.0, 1e-09, 0.99999, False)","[0, 7, 2, 4, 3, 5, 1, 6]",8
simulated_annealing,0.3039243221282959,"(10000000000.0, 1e-09, 0.999, False)","[7, 2, 0, 1, 3, 5, 6, 4]",8
simulated_annealing,0.36444544792175293,"(10000000000.0, 1e-09, 0.999, False)","[2, 6, 1, 3, 5, 7, 4, 0]",8
simulated_annealing,0.3069424629211426,"(10000000000.0, 1e-09, 0.999, False)","[2, 0, 1, 7, 6, 5, 4, 3]",8
simulated_annealing,0.3049905300140381,"(10000000000.0, 1e-09, 0.999, False)","[3, 2, 6, 4, 5, 0, 1, 7]",8
simulated_annealing,0.34004855155944824,"(10000000000.0, 1e-09, 0.999, False)","[4, 2, 6, 3, 7, 1, 5, 0]",8
simulated_annealing,0.2963089942932129,"(10000000000.0, 1e-09, 0.999, False)","[2, 7, 5, 4, 0, 1, 3, 6]",8
simulated_annealing,0.3104526996612549,"(10000000000.0, 1e-09, 0.999, False)","[2, 4, 3, 7, 1, 5, 0, 6]",8
simulated_annealing,0.3357677459716797,"(10000000000.0, 1e-09, 0.999, False)","[2, 6, 4, 5, 0, 3, 7, 1]",8
simulated_annealing,0.32837557792663574,"(10000000000.0, 1e-09, 0.999, False)","[1, 0, 2, 6, 3, 4, 7, 5]",8
simulated_annealing,0.3178105354309082,"(10000000000.0, 1e-09, 0.999, False)","[3, 5, 6, 1, 2, 0, 4, 7]",8
simulated_annealing,0.3024458885192871,"(10000000000.0, 1e-09, 0.999, False)","[6, 3, 0, 2, 1, 7, 4, 5]",8
simulated_annealing,0.3577282428741455,"(10000000000.0, 1e-09, 0.999, False)","[0, 6, 7, 4, 2, 3, 1, 5]",8
simulated_annealing,0.3111133575439453,"(10000000000.0, 1e-09, 0.999, False)","[0, 1, 5, 2, 7, 4, 3, 6]",8
simulated_annealing,0.2982778549194336,"(10000000000.0, 1e-09, 0.999, False)","[4, 1, 0, 6, 3, 2, 7, 5]",8
simulated_annealing,0.3676185607910156,"(10000000000.0, 1e-09, 0.999, False)","[2, 7, 6, 1, 3, 5, 4, 0]",8
simulated_annealing,0.3017101287841797,"(10000000000.0, 1e-09, 0.999, False)","[5, 7, 2, 6, 1, 0, 4, 3]",8
simulated_annealing,0.014206647872924805,"(100000.0, 0.0001, 0.99, False)","[7, 0, 4, 2, 1, 6, 3, 5]",8
simulated_annealing,0.029958009719848633,"(100000.0, 0.0001, 0.99, False)","[5, 4, 1, 6, 3, 0, 7, 2]",8
simulated_annealing,0.0247037410736084,"(100000.0, 0.0001, 0.99, False)","[2, 0, 6, 5, 1, 4, 7, 3]",8
simulated_annealing,0.028620243072509766,"(100000.0, 0.0001, 0.99, False)","[5, 4, 2, 1, 0, 3, 6, 7]",8
simulated_annealing,0.013643264770507812,"(100000.0, 0.0001, 0.99, False)","[5, 3, 0, 1, 2, 4, 7, 6]",8
simulated_annealing,0.022526264190673828,"(100000.0, 0.0001, 0.99, False)","[4, 0, 2, 1, 3, 7, 6, 5]",8
simulated_annealing,0.0300140380859375,"(100000.0, 1e-05, 0.99, False)","[4, 1, 0, 5, 3, 2, 7, 6]",8
simulated_annealing,0.01643991470336914,"(100000.0, 1e-05, 0.99, False)","[7, 3, 4, 1, 2, 6, 0, 5]",8
simulated_annealing,0.044025421142578125,"(100000.0, 1e-05, 0.99, False)","[0, 7, 3, 4, 1, 2, 6, 5]",8
simulated_annealing,0.0245361328125,"(100000.0, 1e-05, 0.99, False)","[2, 0, 1, 4, 3]",5
simulated_annealing,0.03424382209777832,"(100000.0, 1e-05, 0.99, False)","[0, 3, 4, 2, 1]",5
simulated_annealing,0.024596691131591797,"(100000.0, 1e-05, 0.99, False)","[2, 3, 0, 4, 1]",5
simulated_annealing,0.023866891860961914,"(100000.0, 1e-05, 0.99, True)","[3, 1, 4, 2, 0]",5
simulated_annealing,0.026480674743652344,"(100000.0, 1e-05, 0.99, False)","[2, 1, 0, 4, 3]",5
simulated_annealing,0.010235309600830078,"(100000.0, 1e-05, 0.99, True)","[0, 3, 1, 4, 2]",5
simulated_annealing,0.010589361190795898,"(100000.0, 1e-05, 0.99, True)","[1, 4, 2, 0, 3]",5
simulated_annealing,0.008397579193115234,"(100000.0, 1e-05, 0.99, False)","[0, 1, 4, 2, 3]",5
simulated_annealing,0.01191401481628418,"(100000.0, 1e-05, 0.99, False)","[0, 4, 1, 2, 3]",5
simulated_annealing,0.010765552520751953,"(100000.0, 1e-05, 0.99, True)","[0, 3, 1, 4, 2]",5
simulated_annealing,0.009829521179199219,"(100000.0, 1e-05, 0.99, False)","[0, 4, 3, 1, 2]",5
simulated_annealing,0.011597156524658203,"(100000.0, 1e-05, 0.99, True)","[3, 1, 4, 2, 0]",5
simulated_annealing,0.01235198974609375,"(100000.0, 1e-05, 0.99, False)","[4, 0, 1, 3, 2]",5
simulated_annealing,0.013064861297607422,"(100000.0, 1e-05, 0.99, False)","[1, 4, 3, 2, 0]",5
simulated_annealing,0.013660907745361328,"(100000.0, 1e-05, 0.99, False)","[3, 1, 4, 0, 2]",5
simulated_annealing,0.012796640396118164,"(100000.0, 1e-05, 0.99, True)","[1, 4, 2, 0, 3]",5
simulated_annealing,0.0124359130859375,"(100000.0, 1e-05, 0.99, False)","[3, 2, 1, 0, 4]",5
simulated_annealing,0.009931802749633789,"(100000.0, 1e-05, 0.99, True)","[3, 0, 2, 4, 1]",5
simulated_annealing,0.01171255111694336,"(100000.0, 1e-05, 0.99, False)","[2, 3, 1, 4, 0]",5
simulated_annealing,0.02720332145690918,"(100000.0, 1e-05, 0.99, False)","[4, 3, 0, 2, 1]",5
simulated_annealing,0.02104353904724121,"(100000.0, 1e-05, 0.99, False)","[2, 1, 0, 3, 4]",5
simulated_annealing,0.02027606964111328,"(100000.0, 1e-05, 0.99, False)","[0, 2, 3, 4, 1]",5
simulated_annealing,0.010746240615844727,"(100000.0, 1e-05, 0.99, False)","[1, 2, 3, 4, 0]",5
simulated_annealing,0.011988401412963867,"(100000.0, 1e-05, 0.99, False)","[3, 2, 4, 1, 0]",5
simulated_annealing,0.008988380432128906,"(100000.0, 1e-05, 0.99, False)","[3, 2, 1, 0]",4
simulated_annealing,0.03156089782714844,"(100000.0, 1e-05, 0.99, False)","[0, 1, 3, 2]",4
simulated_annealing,0.009434938430786133,"(100000.0, 1e-05, 0.99, False)","[2, 0, 1, 3]",4
simulated_annealing,0.03664088249206543,"(100000.0, 1e-05, 0.99, False)","[3, 0, 2, 1]",4
simulated_annealing,0.015070915222167969,"(100000.0, 1e-05, 0.99, False)","[0, 1, 2, 3]",4
simulated_annealing,0.013878107070922852,"(100000.0, 1e-05, 0.99, False)","[3, 0, 1, 2]",4
simulated_annealing,0.017531871795654297,"(100000.0, 1e-05, 0.99, True)","[1, 3, 0, 2]",4
simulated_annealing,0.015596866607666016,"(100000.0, 1e-05, 0.99, True)","[2, 0, 3, 1]",4
simulated_annealing,0.019417524337768555,"(100000.0, 1e-05, 0.99, False)","[2, 3, 0, 1]",4
simulated_annealing,0.026063203811645508,"(100000.0, 1e-05, 0.99, False)","[2, 3, 0, 1]",4
simulated_annealing,0.025775432586669922,"(100000.0, 1e-05, 0.99, False)","[1, 0, 3, 2]",4
simulated_annealing,0.032158851623535156,"(100000.0, 1e-05, 0.99, False)","[3, 1, 2, 0]",4
simulated_annealing,0.008773565292358398,"(100000.0, 1e-05, 0.99, False)","[1, 0, 2, 3]",4
simulated_annealing,0.02424001693725586,"(100000.0, 1e-05, 0.99, False)","[2, 5, 1, 0, 3, 4]",6
simulated_annealing,0.024731874465942383,"(100000.0, 1e-05, 0.99, False)","[3, 2, 0, 4, 5, 1]",6
simulated_annealing,0.02447962760925293,"(100000.0, 1e-05, 0.99, False)","[5, 3, 2, 1, 0, 4]",6
simulated_annealing,0.03643226623535156,"(100000.0, 1e-05, 0.99, False)","[5, 2, 0, 4, 1, 3]",6
simulated_annealing,0.010881900787353516,"(100000.0, 1e-05, 0.99, False)","[4, 1, 2, 5, 3, 0]",6
simulated_annealing,0.031088590621948242,"(100000.0, 1e-05, 0.99, False)","[3, 1, 2, 5, 0, 4]",6
simulated_annealing,0.0330500602722168,"(100000.0, 1e-05, 0.99, False)","[4, 3, 5, 2, 0, 1]",6
simulated_annealing,0.16677641868591309,"(100000.0, 1e-05, 0.999, False)","[6, 2, 1, 4, 0, 7, 3, 5]",8
simulated_annealing,0.15746426582336426,"(100000.0, 1e-05, 0.999, False)","[3, 0, 6, 7, 4, 1, 5, 2]",8
simulated_annealing,0.1974320411682129,"(100000.0, 1e-05, 0.999, False)","[5, 1, 7, 6, 2, 0, 4, 3]",8
simulated_annealing,0.2055833339691162,"(100000.0, 1e-05, 0.999, False)","[2, 3, 0, 5, 4, 7, 6, 1]",8
simulated_annealing,0.15916156768798828,"(100000.0, 1e-05, 0.999, False)","[6, 2, 7, 3, 5, 0, 4, 1]",8
simulated_annealing,0.23709940910339355,"(100000.0, 1e-05, 0.999, False)","[1, 2, 0, 7, 3, 4, 6, 5]",8
simulated_annealing,0.21037030220031738,"(100000.0, 1e-05, 0.999, False)","[4, 0, 1, 2, 6, 3, 7, 5]",8
simulated_annealing,0.158735990524292,"(100000.0, 1e-05, 0.999, False)","[0, 7, 3, 5, 6, 1, 4, 2]",8
simulated_annealing,0.19526052474975586,"(100000.0, 1e-05, 0.999, False)","[2, 5, 1, 7, 6, 0, 4, 3]",8
simulated_annealing,0.1619572639465332,"(100000.0, 1e-05, 0.999, False)","[3, 0, 6, 7, 5, 2, 4, 1]",8
simulated_annealing,0.18742632865905762,"(100000.0, 1e-05, 0.999, False)","[0, 4, 2, 6, 3, 7, 1, 5]",8
simulated_annealing,0.17222809791564941,"(100000.0, 1e-06, 0.999, False)","[0, 5, 6, 7, 2, 4, 1, 3]",8
simulated_annealing,0.17232894897460938,"(100000.0, 1e-06, 0.999, False)","[7, 3, 2, 5, 1, 0, 4, 6]",8
simulated_annealing,1.7762880325317383,"(100000.0, 1e-06, 0.9999, False)","[4, 0, 5, 6, 7, 1, 2, 3]",8
simulated_annealing,1.9610681533813477,"(100000.0, 1e-06, 0.9999, False)","[4, 3, 7, 5, 6, 2, 0, 1]",8
simulated_annealing,1.7659249305725098,"(100000.0, 1e-06, 0.9999, False)","[4, 7, 1, 0, 3, 2, 5, 6]",8
simulated_annealing,1.7639853954315186,"(100000.0, 1e-06, 0.9999, False)","[5, 2, 1, 3, 4, 6, 7, 0]",8
simulated_annealing,1.8983149528503418,"(100000.0, 1e-06, 0.9999, False)","[0, 1, 7, 6, 3, 2, 5, 4]",8
